id,dlRef,sno,itmCod,desc,qty,price,disc,tot,traDate,action
2300243,2300243,2,10018004,SVTA Radio Hand Pice 4,5,1820,220,8880,2023-6-3 3-54-22, 
2300244,2300244,1,10012000,Hydra-new,1,16800,280,16520,2023-6-3 3-54-38, 
2300244,2300244,2,10013000,Jumia,1,25200,3200,22000,2023-6-3 3-54-38, 
2300245,2300245,1,10018005,SVTA Radio Hand Pice 5,4,2240,240,8720,2023-6-3 3-54-55, 
2300245,2300245,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3000,2023-6-3 3-54-55, 
2300246,2300246,1,10001000,Microneedling RF,1,31465,2465,29000,2023-6-3 3-55-7, 
2300246,2300246,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7000,2023-6-3 3-55-7, 
2300247,2300247,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4680,2023-6-3 3-55-21, 
2300247,2300247,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8100,2023-6-3 3-55-21, 
2300248,2300248,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 3-56-14, 
2300248,2300248,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 3-56-14, 
2300249,2300249,1,10019000,VCA Laser,1,39200,6200,33000,2023-6-3 3-57-2, 
2300249,2300249,2,10019001,VCA Leaser Hand Piece,2,40000,7500,72500,2023-6-3 3-57-2, 
2300250,2300250,1,10016000,My Ultrasonic,2,9800,2600,17000,2023-6-3 3-57-21, 
2300251,2300251,1,10015000,Mickcara,1,43400,4400,39000,2023-6-3 3-57-33, 
2300251,2300251,2,10016000,My Ultrasonic,2,9800,3600,16000,2023-6-3 3-57-33, 
2300252,2300252,1,10011000,Hydra Fresh,2,74200,15400,133000,2023-6-3 3-57-48, 
2300252,2300252,2,10012000,Hydra-new,1,16800,3800,13000,2023-6-3 3-57-48, 
2300252,2300252,3,10013000,Jumia,1,25200,5200,20000,2023-6-3 3-57-48, 
2300253,2300253,1,10008001,DeodLeaser Hand Piece,5,2100,350,10150,2023-6-3 3-57-59, 
2300254,2300254,1,10019000,VCA Laser,2,39200,9400,69000,2023-6-3 3-58-12, 
2300254,2300254,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 3-58-12, 
2300255,2300255,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2040,2023-6-3 3-58-30, 
2300255,2300255,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5140,2023-6-3 3-58-30, 
2300256,2300256,1,10001000,Microneedling RF,1,31465,3465,28000,2023-6-3 3-58-49, 
2300256,2300256,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7275,2023-6-3 3-58-49, 
2300257,2300257,1,10004000,RF Fractional CO2 Laser,1,81900,3900,78000,2023-6-3 3-59-5, 
2300258,2300258,1,10008000,DeodLeaser,1,15400,3400,12000,2023-6-3 3-59-25, 
2300258,2300258,2,10008001,DeodLeaser Hand Piece,3,2100,300,6000,2023-6-3 3-59-25, 
2300259,2300259,1,10008001,DeodLeaser Hand Piece,2,2100,300,3900,2023-6-3 3-59-46, 
2300260,2300260,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,41000,2023-6-3 4-0-4, 
2300260,2300260,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,3,6300,3900,15000,2023-6-3 4-0-4, 
2300261,2300261,1,10018000,SVTA Radio,1,25200,4400,20800,2023-6-3 4-0-24, 
2300261,2300261,2,10019000,VCA Laser,2,39200,320,78080,2023-6-3 4-0-24, 
2300262,2300262,1,10007000,Crio Lipo,1,36400,3400,33000,2023-6-3 4-0-43, 
2300262,2300262,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5000,2023-6-3 4-0-43, 
2300263,2300263,1,10006000,Caviation Laser,1,24500,6000,18500,2023-6-3 4-0-58, 
2300264,2300264,1,10019000,VCA Laser,1,39200,3200,36000,2023-6-3 4-2-11, 
2300264,2300264,2,10019001,VCA Leaser Hand Piece,1,40000,4000,36000,2023-6-3 4-2-11, 
2300265,2300265,1,10018001,SVTA Radio Hand Pice 1,5,1680,360,8040,2023-6-3 4-2-41, 
2300265,2300265,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10200,2023-6-3 4-2-41, 
2300266,2300266,1,10018004,SVTA Radio Hand Pice 4,5,1820,200,8900,2023-6-3 4-3-8, 
2300266,2300266,2,10018005,SVTA Radio Hand Pice 5,1,2240,140,2100,2023-6-3 4-3-8, 
2300267,2300267,1,10018007,SVTA Radio Hand Pice 7,3,2520,1040,6520,2023-6-3 4-3-27, 
2300267,2300267,2,10018008,SVTA Radio Hand Pice 8,4,1400,350,5250,2023-6-3 4-3-27, 
2300268,2300268,1,10016000,My Ultrasonic,2,9800,1800,17800,2023-6-3 4-4-7, 
2300268,2300268,2,10017000,SPA Slim,2,8400,1400,15400,2023-6-3 4-4-7, 
