id,qotRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action
2300236,2300236,2,10008001,DeodLeaser Hand Piece,5,2100,300,10710,510,2023-5-28 4-30-12,
2300237,2300237,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-5-28 4-30-14,
2300237,2300237,2,10018001,SVTA Radio Hand Pice 1,2,1680,180,3339,159,2023-5-28 4-30-14,
2300237,2300237,3,10018002,SVTA Radio Hand Pice 2,3,2100,200,6405,305,2023-5-28 4-30-14,
2300237,2300237,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-5-28 4-30-14,
2300237,2300237,5,10018004,SVTA Radio Hand Pice 4,3,1820,220,5502,262,2023-5-28 4-30-14,
2300238,2300238,1,10008000,DeodLeaser,1,15400,2400,13650,650,2023-5-28 4-30-16,
2300238,2300238,2,10009001,G5 Slimming Applicators,3,2800,240,8568,408,2023-5-28 4-30-16,
2300239,2300239,1,10012000,Hydra-new,1,16800,280,17346,826,2023-5-28 4-30-18,
2300239,2300239,2,10013000,Jumia,1,25200,3200,23100,1100,2023-5-28 4-30-18,
2300240,2300240,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-5-28 4-30-20,
2300240,2300240,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7350,350,2023-5-28 4-30-20,
2300241,2300241,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-5-28 4-30-22,
2300241,2300241,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8505,405,2023-5-28 4-30-22,
2300242,2300242,1,10007000,Crio Lipo,1,36400,3400,34650,1650,2023-5-28 4-30-24,
2300242,2300242,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5250,250,2023-5-28 4-30-24,
2300243,2300243,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142,102,2023-5-28 4-30-26,
2300243,2300243,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397,257,2023-5-28 4-30-26,
2300244,2300244,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-5-28 4-30-28,
2300244,2300244,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-5-28 4-30-28,
2300245,2300245,1,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156,436,2023-5-28 4-30-30,
2300245,2300245,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3150,150,2023-5-28 4-30-30,
2300246,2300246,1,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-5-28 4-30-32,
2300247,2300247,1,10006000,Caviation Laser,1,24500,6000,19425,925,2023-5-28 4-30-34,
2300248,2300248,1,10018000,SVTA Radio,1,25200,4400,21840,1040,2023-5-28 4-30-36,
2300248,2300248,2,10019000,VCA Laser,2,39200,320,81984,3904,2023-5-28 4-30-36,
2300249,2300249,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-5-28 4-30-38,
2300249,2300249,2,10009001,G5 Slimming Applicators,3,2800,1400,7350,350,2023-5-28 4-30-38,
2300249,2300249,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-5-28 4-30-38,
2300250,2300250,1,10011000,Hydra Fresh,1,74200,14200,63000,3000,2023-5-28 4-30-40,
2300250,2300250,2,10013000,Jumia,1,25200,5200,21000,1000,2023-5-28 4-30-40,
2300250,2300250,3,10016000,My Ultrasonic,2,9800,1600,18900,900,2023-5-28 4-30-40,
2300251,2300251,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505,405,2023-5-28 4-30-42,
2300251,2300251,2,10008000,DeodLeaser,2,15400,3400,28770,1370,2023-5-28 4-30-42,
2300252,2300252,1,10013000,Jumia,1,25200,2200,24150,1150,2023-5-28 4-30-44,
2300252,2300252,2,10014000,Konmision,1,39200,3200,37800,1800,2023-5-28 4-30-44,
2300253,2300253,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050,2050,2023-5-28 4-30-46,
2300253,2300253,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,3,6300,3900,15750,750,2023-5-28 4-30-46,
2300254,2300254,1,10018001,SVTA Radio Hand Pice 1,5,1680,360,8442,402,2023-5-28 4-30-48,
2300254,2300254,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10710,510,2023-5-28 4-30-48,
2300255,2300255,1,10017000,SPA Slim,2,8400,400,17220,820,2023-5-28 4-30-50,
2300255,2300255,2,10018001,SVTA Radio Hand Pice 1,4,1680,360,6678,318,2023-5-28 4-30-50,
2300256,2300256,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5250,250,2023-5-28 4-30-52,
2300256,2300256,2,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324,444,2023-5-28 4-30-52,
2300257,2300257,1,10015000,Mickcara,1,43400,4400,40950,1950,2023-5-28 4-30-54,
2300257,2300257,2,10016000,My Ultrasonic,2,9800,3600,16800,800,2023-5-28 4-30-54,
2300258,2300258,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-5-28 4-30-56,
2300258,2300258,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-5-28 4-30-56,
2300259,2300259,1,10019000,VCA Laser,1,39200,6200,34650,1650,2023-5-28 4-30-58,
2300259,2300259,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125,3625,2023-5-28 4-30-58,
2300260,2300260,1,10008001,DeodLeaser Hand Piece,5,2100,350,10657.5,507.5,2023-5-28 4-31-1,
2300261,2300261,1,10016000,My Ultrasonic,2,9800,2600,17850,850,2023-5-28 4-31-3,
2300262,2300262,1,10011000,Hydra Fresh,2,74200,15400,139650,6650,2023-5-28 4-31-5,
2300262,2300262,2,10012000,Hydra-new,1,16800,3800,13650,650,2023-5-28 4-31-5,
2300262,2300262,3,10013000,Jumia,1,25200,5200,21000,1000,2023-5-28 4-31-5,
2300263,2300263,1,10006000,Caviation Laser,1,24500,3500,22050,1050,2023-5-28 4-31-7,
2300263,2300263,2,10007000,Crio Lipo,1,36400,5400,32550,1550,2023-5-28 4-31-7,
2300263,2300263,3,10009001,G5 Slimming Applicators,3,2800,550,8242.5,392.5,2023-5-28 4-31-7,
2300264,2300264,1,10019000,VCA Laser,2,39200,9400,72450,3450,2023-5-28 4-31-9,
2300264,2300264,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-5-28 4-31-9,
2300265,2300265,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900,3900,2023-5-28 4-31-11,
2300266,2300266,1,10001000,Microneedling RF,1,31465,3465,29400,1400,2023-5-28 4-31-13,
2300266,2300266,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7638.75,363.75,2023-5-28 4-31-13,
2300267,2300267,1,10018004,SVTA Radio Hand Pice 4,5,1820,200,9345,445,2023-5-28 4-31-15,
2300267,2300267,2,10018005,SVTA Radio Hand Pice 5,1,2240,140,2205,105,2023-5-28 4-31-15,
2300268,2300268,1,10018007,SVTA Radio Hand Pice 7,3,2520,1040,6846,326,2023-5-28 4-31-17,
2300268,2300268,2,10018008,SVTA Radio Hand Pice 8,4,1400,350,5512.5,262.5,2023-5-28 4-31-17,
2300269,2300269,1,10008000,DeodLeaser,1,15400,3400,12600,600,2023-5-28 4-31-19,
2300269,2300269,2,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-5-28 4-31-19,
2300270,2300270,1,10016000,My Ultrasonic,2,9800,1800,18690,890,2023-5-28 4-31-21,
2300270,2300270,2,10017000,SPA Slim,2,8400,1400,16170,770,2023-5-28 4-31-21,
