id,siRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action
2300221,2300221,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4767.0,227.0,2023-6-3 13-37-36,
2300221,2300221,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5848.5,278.5,2023-6-3 13-37-36,
2300221,2300221,3,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-6-3 13-37-36,
2300222,2300222,1,10018001,SVTA Radio Hand Pice 1,5,1680,280,8526.0,406.0,2023-6-3 13-37-48,
2300222,2300222,2,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-6-3 13-37-48,
2300223,2300223,1,10008000,DeodLeaser,1,15400,300,15855.0,755.0,2023-6-3 13-38-0,
2300223,2300223,2,10009001,G5 Slimming Applicators,4,2800,255,11492.25,547.25,2023-6-3 13-38-0,
2300223,2300223,3,10014000,Konmision,1,39200,1200,39900.0,1900.0,2023-6-3 13-38-0,
2300224,2300224,1,10007000,Crio Lipo,1,36400,4400,33600.0,1600.0,2023-6-3 13-38-10,
2300224,2300224,2,10008001,DeodLeaser Hand Piece,5,2100,300,10710.0,510.0,2023-6-3 13-38-10,
2300225,2300225,1,10018000,SVTA Radio,1,25200,500,25935.0,1235.0,2023-6-3 13-38-22,
2300225,2300225,2,10018001,SVTA Radio Hand Pice 1,2,1680,180,3339.0,159.0,2023-6-3 13-38-22,
2300225,2300225,3,10018002,SVTA Radio Hand Pice 2,3,2100,200,6405.0,305.0,2023-6-3 13-38-22,
2300225,2300225,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 13-38-22,
2300225,2300225,5,10018004,SVTA Radio Hand Pice 4,3,1820,220,5502.0,262.0,2023-6-3 13-38-22,
2300226,2300226,1,10007000,Crio Lipo,1,36400,3400,34650.0,1650.0,2023-6-3 13-38-36,
2300226,2300226,2,10008001,DeodLeaser Hand Piece,4,2100,1300,7455.0,355.0,2023-6-3 13-38-36,
2300227,2300227,1,10016000,My Ultrasonic,1,9800,2600,7560.0,360.0,2023-6-3 13-38-47,
2300228,2300228,1,10018001,SVTA Radio Hand Pice 1,4,1680,360,6678.0,318.0,2023-6-3 13-39-0,
2300228,2300228,2,10018002,SVTA Radio Hand Pice 2,3,2100,300,6300.0,300.0,2023-6-3 13-39-0,
2300229,2300229,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-39-15,
2300229,2300229,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-39-15,
2300230,2300230,1,10015000,Mickcara,1,43400,4400,40950.0,1950.0,2023-6-3 13-39-30,
2300230,2300230,2,10016000,My Ultrasonic,3,9800,3600,27090.0,1290.0,2023-6-3 13-39-30,
2300231,2300231,1,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324.0,444.0,2023-6-3 13-39-45,
2300231,2300231,2,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156.0,436.0,2023-6-3 13-39-45,
2300232,2300232,1,10019000,VCA Laser,1,39200,6200,34650.0,1650.0,2023-6-3 13-39-58,
2300232,2300232,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125.0,3625.0,2023-6-3 13-39-58,
2300233,2300233,1,10019000,VCA Laser,1,39200,9400,31290.0,1490.0,2023-6-3 13-40-17,
2300233,2300233,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-40-17,
2300234,2300234,1,10016000,My Ultrasonic,2,9800,1800,18690.0,890.0,2023-6-3 13-40-30,
2300234,2300234,2,10017000,SPA Slim,1,8400,1400,7350.0,350.0,2023-6-3 13-40-30,
2300235,2300235,1,10008000,DeodLeaser,1,15400,2400,13650.0,650.0,2023-6-3 13-40-42,
2300235,2300235,2,10009001,G5 Slimming Applicators,3,2800,240,8568.0,408.0,2023-6-3 13-40-42,
2300236,2300236,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,500,7560.0,360.0,2023-6-3 13-40-55,
2300236,2300236,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,20,7329.0,349.0,2023-6-3 13-40-55,
2300237,2300237,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7350.0,350.0,2023-6-3 13-41-9,
2300237,2300237,2,10004002,RF Fractional CO2 Laser - Accessories,7,1400,1600,8610.0,410.0,2023-6-3 13-41-9,
2300238,2300238,1,10009000,G5 Slimming,1,51800,3800,50400.0,2400.0,2023-6-3 13-41-40,
2300238,2300238,2,10009001,G5 Slimming Applicators,3,2800,1400,7350.0,350.0,2023-6-3 13-41-40,
2300238,2300238,3,10010000,Hiemt A,1,85400,4400,85050.0,4050.0,2023-6-3 13-41-40,
2300239,2300239,1,10011000,Hydra Fresh,1,74200,13000,64260.0,3060.0,2023-6-3 13-41-54,
2300239,2300239,2,10013000,Jumia,2,25200,5200,47460.0,2260.0,2023-6-3 13-41-54,
2300239,2300239,3,10016000,My Ultrasonic,2,9800,1600,18900.0,900.0,2023-6-3 13-41-54,
2300240,2300240,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505.0,405.0,2023-6-3 13-42-7,
2300240,2300240,2,10008000,DeodLeaser,2,15400,3400,28770.0,1370.0,2023-6-3 13-42-7,
2300241,2300241,1,10013000,Jumia,1,25200,2200,24150.0,1150.0,2023-6-3 13-42-19,
2300241,2300241,2,10014000,Konmision,1,39200,3200,37800.0,1800.0,2023-6-3 13-42-19,
2300242,2300242,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5250.0,250.0,2023-6-3 13-42-31,
2300242,2300242,2,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324.0,444.0,2023-6-3 13-42-31,
2300243,2300243,1,10012000,Hydra-new,1,16800,280,17346.0,826.0,2023-6-3 13-42-42,
2300243,2300243,2,10013000,Jumia,1,25200,3200,23100.0,1100.0,2023-6-3 13-42-42,
2300244,2300244,1,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156.0,436.0,2023-6-3 13-42-51,
2300244,2300244,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3150.0,150.0,2023-6-3 13-42-51,
2300245,2300245,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-43-8,
2300245,2300245,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7350.0,350.0,2023-6-3 13-43-8,
2300246,2300246,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 13-43-20,
2300246,2300246,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8505.0,405.0,2023-6-3 13-43-20,
2300247,2300247,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-43-32,
2300247,2300247,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-43-32,
2300248,2300248,1,10019000,VCA Laser,1,39200,6200,34650.0,1650.0,2023-6-3 13-43-42,
2300248,2300248,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125.0,3625.0,2023-6-3 13-43-42,
2300249,2300249,1,10016000,My Ultrasonic,2,9800,2600,17850.0,850.0,2023-6-3 13-43-54,
2300250,2300250,1,10015000,Mickcara,1,43400,4400,40950.0,1950.0,2023-6-3 13-44-4,
2300250,2300250,2,10016000,My Ultrasonic,2,9800,3600,16800.0,800.0,2023-6-3 13-44-4,
2300251,2300251,1,10008001,DeodLeaser Hand Piece,5,2100,350,10657.5,507.5,2023-6-3 13-44-16,
2300252,2300252,1,10011000,Hydra Fresh,2,74200,15400,139650.0,6650.0,2023-6-3 13-44-25,
2300252,2300252,2,10012000,Hydra-new,1,16800,3800,13650.0,650.0,2023-6-3 13-44-25,
2300252,2300252,3,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 13-44-25,
2300253,2300253,1,10019000,VCA Laser,2,39200,9400,72450.0,3450.0,2023-6-3 13-44-40,
2300253,2300253,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-44-40,
2300254,2300254,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142.0,102.0,2023-6-3 13-44-54,
2300254,2300254,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397.0,257.0,2023-6-3 13-44-54,
2300255,2300255,1,10001000,Microneedling RF,1,31465,3465,29400.0,1400.0,2023-6-3 13-45-4,
2300255,2300255,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7638.75,363.75,2023-6-3 13-45-4,
2300256,2300256,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900.0,3900.0,2023-6-3 13-45-17,
2300257,2300257,1,10008000,DeodLeaser,1,15400,3400,12600.0,600.0,2023-6-3 13-45-30,
2300257,2300257,2,10008001,DeodLeaser Hand Piece,3,2100,300,6300.0,300.0,2023-6-3 13-45-30,
2300258,2300258,1,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-45-42,
2300259,2300259,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050.0,2050.0,2023-6-3 13-45-53,
2300259,2300259,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,3,6300,3900,15750.0,750.0,2023-6-3 13-45-53,
2300260,2300260,1,10018000,SVTA Radio,1,25200,4400,21840.0,1040.0,2023-6-3 13-46-7,
2300260,2300260,2,10019000,VCA Laser,2,39200,320,81984.0,3904.0,2023-6-3 13-46-7,
2300261,2300261,1,10007000,Crio Lipo,1,36400,3400,34650.0,1650.0,2023-6-3 13-46-18,
2300261,2300261,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5250.0,250.0,2023-6-3 13-46-18,
2300262,2300262,1,10006000,Caviation Laser,1,24500,6000,19425.0,925.0,2023-6-3 13-46-31,
2300263,2300263,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-46-45,
2300263,2300263,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-46-45,
2300264,2300264,1,10018001,SVTA Radio Hand Pice 1,5,1680,360,8442.0,402.0,2023-6-3 13-46-56,
2300264,2300264,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10710.0,510.0,2023-6-3 13-46-56,
2300265,2300265,1,10018004,SVTA Radio Hand Pice 4,5,1820,200,9345.0,445.0,2023-6-3 13-47-7,
2300265,2300265,2,10018005,SVTA Radio Hand Pice 5,1,2240,140,2205.0,105.0,2023-6-3 13-47-7,
